Course Name,Course,Schedule,Course Title,First Name,Last Name,Term,InvitedCount,RespondentCount,%ResponseRatio,"Excluding class sessions, estimate the average number of hours per week spent in preparation or review. - Mean","Overall, did the instructor convey the course material clearly? - Mean","Overall, did the instructor convey the course material in an interesting way? - Mean","Did you take away useful tools, concepts, and/or insights from this course? - Mean",How much did you get out of this course? - Mean,Would you recommend this course to other students? - Mean
41201 01,41201,1,Big Data,Veronika,Rockova,Spring 2022,57,27,47.4,5.9,4,4,4.1,3.8,3.9
41201 81,41201,81,Big Data,Veronika,Rockova,Spring 2022,50,28,56,6,3.7,3.7,3.7,3.5,3.4
33918 50,33918,50,Topics in Labor Economics,Heather,Sarsons,Spring 2022,14,13,92.9,5.6,4.9,4.6,4.6,4.5,4.5
34102 81,34102,81,New Venture Strategy,James,Schrager,Spring 2022,63,29,46,4.3,4.7,4.8,4.7,4.7,4.7
38002 01,38002,1,Managerial Decision Making,Anuj,Shah,Spring 2022,65,27,41.5,2.8,4.8,5,4.6,4.5,4.7
38002 02,38002,2,Managerial Decision Making,Anuj,Shah,Spring 2022,64,26,40.6,2.3,4.9,4.9,4.5,4.2,4.8
38002 81,38002,81,Managerial Decision Making,Anuj,Shah,Spring 2022,64,36,56.3,2.6,4.7,4.9,4.6,4.4,4.6
37000 01,37000,1,Marketing Strategy,Bradley,Shapiro,Spring 2022,44,30,68.2,3.8,4.7,4.8,4.7,4.5,4.6
37000 02,37000,2,Marketing Strategy,Bradley,Shapiro,Spring 2022,60,35,58.3,4,4.5,4.7,4.5,4.3,4.4
37000 81,37000,81,Marketing Strategy,Bradley,Shapiro,Spring 2022,54,42,77.8,4.9,4.6,4.6,4.5,4.3,4.4
39001 01,39001,1,Strategy and Structure: Markets and Organizations,Amanda,Sharkey,Spring 2022,43,25,58.1,3.2,4.1,3.8,3.9,3.6,3.6
39001 02,39001,2,Strategy and Structure: Markets and Organizations,Amanda,Sharkey,Spring 2022,33,12,36.4,4.5,4.6,3.9,4.2,3.8,3.8
39001 85,39001,85,Strategy and Structure: Markets and Organizations,Amanda,Sharkey,Spring 2022,64,29,45.3,3.8,4.5,4.3,4.1,4.1,4
30902 50,30902,50,Empirical Research in Accounting,Douglas,Skinner,Spring 2022,8,5,62.5,9.4,5,5,5,5,5
31401 03,31401,3,Interpersonal Dynamics,Lisa,Stefanac,Spring 2022,12,7,58.3,4,4.7,4.7,5,5,5
31401 81,31401,81,Interpersonal Dynamics,Lisa,Stefanac,Spring 2022,12,10,83.3,4.5,5,4.9,5,5,5
30001 01,30001,1,Cost Analysis and Internal Controls,Christopher,Stewart,Spring 2022,63,42,66.7,4,4.4,4.4,4.1,3.9,4
30001 81,30001,81,Cost Analysis and Internal Controls,Christopher,Stewart,Spring 2022,59,26,44.1,3.9,4.8,4.7,4,4,4.1
34104 81,34104,81,Special Topics in Entrepreneurship: Developing a New Venture (New Venture Challenge),Mark,Tebbe,Spring 2022,33,28,84.9,13.5,4.3,4.4,4.5,4.4,4.6
31403 01,31403,1,Leadership Studio,Nancy,Tennant,Spring 2022,30,17,56.7,2.7,4.1,3.7,4.1,3.9,3.8
31403 81,31403,81,Leadership Studio,Nancy,Tennant,Spring 2022,28,17,60.7,3.2,4.2,4.1,4.4,4.1,4
37201 81,37201,81,Lab in Developing New Products and Services,Craig,Terrill,Spring 2022,36,29,80.6,7.7,4.3,4.2,4.3,4.1,4.1
37201 82,37201,82,Lab in Developing New Products and Services,Craig,Terrill,Spring 2022,36,25,69.4,6.1,4.3,3.9,4.2,3.8,3.8
30000 81,30000,81,Financial Accounting,Rimmy,Tomy,Spring 2022,12,10,83.3,5.2,4.6,4.4,4.6,4.4,4.4
30000 85,30000,85,Financial Accounting,Rimmy,Tomy,Spring 2022,37,23,62.2,6.7,4.5,4.2,4.4,4.2,4.2
30000 86,30000,86,Financial Accounting,Rimmy,Tomy,Spring 2022,25,23,92,5.6,4.7,4.4,4.5,4.2,4.4
33314 01,33314,1,Big Problems,Robert H,Topel,Spring 2022,15,6,40,4.5,4.5,4.3,4.2,3.8,4.2
33701 01,33701,1,Energy Policy Practicum,Robert H,Topel,Spring 2022,12,6,50,5,3.8,3.8,3.7,3.8,3.5
51700 1,51700,1,Energy Policy Practicum,Robert H,Topel,Spring 2022,9,5,55.6,8.4,4.6,4.6,4.6,4.6,4.6
31002 81,31002,81,Leadership Exploration and Development,Robert Ward,Vishny,Spring 2022,56,32,57.1,1.9,4.4,4.4,4.4,4,4.1
32105 01,32105,1,Intro to Databases for Business Analytics,Xikuan,Wang,Spring 2022,33,16,48.5,2.9,4.6,4.4,4.7,4.4,4.6
32105 02,32105,2,Intro to Databases for Business Analytics,Xikuan,Wang,Spring 2022,33,13,39.4,2.9,4.9,4.5,4.8,4.7,4.7
36918 50,36918,50,Stochastic Calculus and Queueing Applications,Amy,Ward,Spring 2022,9,5,55.6,8.4,4.6,4.2,4.6,4.6,4.4
30118 01,30118,1,Taxes and Business Strategy,Ira,Weiss,Spring 2022,65,37,56.9,4.2,4.8,4.8,4.7,4.6,4.6
30118 81,30118,81,Taxes and Business Strategy,Ira,Weiss,Spring 2022,60,39,65,4.4,4.6,4.7,4.8,4.6,4.6
30118 85,30118,85,Taxes and Business Strategy,Ira,Weiss,Spring 2022,57,31,54.4,4.7,4.5,4.7,4.7,4.6,4.5
38102 81,38102,81,Persuasion II,Hal,Weitzman,Spring 2022,14,9,64.3,3.3,4.9,4.9,5,4.8,4.8
38105 01,38105,1,Advanced Negotiations,George,Wu,Spring 2022,39,13,33.3,3.1,4.6,4.4,4.6,4.5,4.3
38105 02,38105,2,Advanced Negotiations,George,Wu,Spring 2022,39,11,28.2,3.2,4.3,3.7,4.1,3.8,4.1
38105 81,38105,81,Advanced Negotiations,George,Wu,Spring 2022,34,14,41.2,2.9,4.7,4.8,4.8,4.7,4.8
40000 01,40000,1,Operations Management: Business Process Fundamentals,Linwei,Xin,Spring 2022,66,43,65.2,4.2,4.4,4.3,4.3,4,4
40000 81,40000,81,Operations Management: Business Process Fundamentals,Linwei,Xin,Spring 2022,32,13,40.6,3.7,4.1,4.5,4.3,4.2,4
40000 85,40000,85,Operations Management: Business Process Fundamentals,Linwei,Xin,Spring 2022,62,26,41.9,4.5,4.3,4.3,4.4,4,4.1
38103 81,38103,81,Strategies and Processes of Negotiation,Elena,Zinchenko,Spring 2022,50,26,52,2.7,4.4,4.5,4.7,4.5,4.7
38103 85,38103,85,Strategies and Processes of Negotiation,Elena,Zinchenko,Spring 2022,54,34,63,4.9,4.2,4.1,4.2,3.9,4.2
34101 01,34101,1,Entrepreneurial Finance and Private Equity,Eric,Zwick,Spring 2022,38,18,47.4,4.6,4.1,4.3,4.2,3.9,4.2
34101 81,34101,81,Entrepreneurial Finance and Private Equity,Eric,Zwick,Spring 2022,16,11,68.8,5.1,4.5,4.6,4.6,4.2,4.5
36330 50,36330,50,New Developments in Public Finance,Eric,Zwick,Spring 2022,9,8,88.9,6.5,5,5,5,4.8,4.8
33501 85,33501,85,International Commercial Policy,Rodrigo,Adao,Spring 2023,14,8,57.1,3.4,4.3,3.8,4,3.8,3.6
36106 01,36106,1,Managerial Decision Modeling,Philipp,Afeche,Spring 2023,27,20,74.1,5.5,4.2,4.5,4.6,4.4,4.2
36106 02,36106,2,Managerial Decision Modeling,Philipp,Afeche,Spring 2023,43,25,58.1,5,4.4,4.2,4.4,4.2,3.9
34111 01,34111,1,Entrepreneurial Selling,Michael,Alter,Spring 2023,36,29,80.6,5.1,4.4,4.7,4.5,4.3,4.3
34111 81,34111,81,Entrepreneurial Selling,Michael,Alter,Spring 2023,29,28,96.6,4.6,4.9,4.9,4.8,4.7,4.7
42131 81,42131,81,Leadership in the Emerging Ecosystem Economy,Venkata,Atluri,Spring 2023,23,10,43.5,4.7,4.9,4.9,4.8,4.5,4.5
42005 81,42005,81,Literature and Leadership,Brian,Barry,Spring 2023,47,19,40.4,5.1,4.1,4.4,4.1,4.1,4.2
35101 81,35101,81,"Futures, Forwards, Options & Swaps: Theory and Practice",Terrence M,Belton,Spring 2023,17,10,58.8,9,4,3.7,4.3,4,3.6
30121 01,30121,1,Accounting for Entrepreneurship:  From Start Up to IPO,Philip,Berger,Spring 2023,62,31,50,3.8,4.5,4.1,4.5,4.1,4.3
30121 02,30121,2,Accounting for Entrepreneurship:  From Start Up to IPO,Philip,Berger,Spring 2023,60,19,31.7,3.6,4.7,4.4,4.7,4.4,4.4
30121 81,30121,81,Accounting for Entrepreneurship:  From Start Up to IPO,Philip,Berger,Spring 2023,45,22,48.9,5,4.9,4.4,4.7,4.5,4.5
42128 01,42128,1,Outsourcing in the Modern Economy: Contract Governance and Business Strategy,Lisa,Bernstein,Spring 2023,32,16,50,3.6,2.8,2.9,2.8,2.5,2.6
33305 01,33305,1,The Firm and the Non-Market Environment,Marianne,Bertrand,Spring 2023,68,21,30.9,3.5,4,4,3.9,3.7,4
33305 81,33305,81,The Firm and the Non-Market Environment,Marianne,Bertrand,Spring 2023,68,32,47.1,4.5,4.3,4.2,4.2,3.9,3.9
33305 85,33305,85,The Firm and the Non-Market Environment,Marianne,Bertrand,Spring 2023,67,22,32.8,5,4.7,4.5,4.3,4.3,4.5
36110 01,36110,1,Application Development,Raghuveera,Betina,Spring 2023,27,19,70.4,5.8,5,4.9,4.8,4.8,4.9
36110 02,36110,2,Application Development,Raghuveera,Betina,Spring 2023,29,16,55.2,6.3,4.9,4.9,4.9,4.9,4.9
41000 82,41000,82,Business Statistics,Kristen,Broady,Spring 2023,57,25,43.9,2.8,2.8,2.8,2.8,2.3,2.5
40603 50,40603,50,Market Design,Eric,Budish,Spring 2023,9,5,55.6,8.6,5,5,5,4.8,4.8
34102 02,34102,2,New Venture Strategy,Gregory,Bunch,Spring 2023,61,27,44.3,2.9,4.2,4.6,4.1,3.6,3.9
40000 01,40000,1,Operations Management: Business Process Fundamentals,Ozan,Candogan,Spring 2023,63,19,30.2,3.7,4.7,4.7,4.5,4.2,4.2
40000 02,40000,2,Operations Management: Business Process Fundamentals,Ozan,Candogan,Spring 2023,64,11,17.2,4.1,4.3,4.5,4.4,4.1,4.2
40000 81,40000,81,Operations Management: Business Process Fundamentals,Ozan,Candogan,Spring 2023,62,16,25.8,4.4,4.7,4.6,4.8,4.6,4.5
31401 04,31401,4,Interpersonal Dynamics,Christine,Carpenter,Spring 2023,11,7,63.6,4.6,4.7,4.4,4.7,4.7,4.7
31401 05,31401,5,Interpersonal Dynamics,Christine,Carpenter,Spring 2023,11,10,90.9,4.5,4.8,4.8,5,4.7,4.6
41000 81,41000,81,Business Statistics,Carlos,Carvalho,Spring 2023,52,25,48.1,3.7,4.8,4.8,4.8,4.5,4.5
41000 85,41000,85,Business Statistics,Carlos,Carvalho,Spring 2023,33,9,27.3,4.1,5,4.8,4.9,4.8,4.8
31401 83,31401,83,Interpersonal Dynamics,Hugh,Cole,Spring 2023,12,7,58.3,5,4.6,4.4,5,5,5
31404 01,31404,1,Leadership Lab,Christopher,Collins,Spring 2023,23,12,52.2,3.3,4.7,4.6,4.4,4.2,4.2
31403 01,31403,1,Leadership Studio,Harry L,Davis,Spring 2023,29,8,27.6,4,4.1,3.9,3.6,3.6,3.4
31403 81,31403,81,Leadership Studio,Harry L,Davis,Spring 2023,27,12,44.4,4.3,4.7,4.8,4.8,4.7,4.5
42709 01,42709,1,Consulting Lab,Harry L,Davis,Spring 2023,28,11,39.3,9.9,4.7,4.7,4.8,4.7,4.7
35202 01,35202,1,Financial Markets and Institutions,Douglas W,Diamond,Spring 2023,48,21,43.8,4,4.3,4.2,4.3,4.3,4.2
35202 81,35202,81,Financial Markets and Institutions,Douglas W,Diamond,Spring 2023,48,25,52.1,5.3,4.4,4.5,4.4,4.2,4.5
37101 01,37101,1,Consumer Behavior,Kristin,Donnelly,Spring 2023,62,30,48.4,1.9,4.1,4.1,3.8,3.3,3.8
37101 81,37101,81,Consumer Behavior,Kristin,Donnelly,Spring 2023,49,25,51,2.9,4.2,4.2,4.3,3.9,4.2
37202 01,37202,1,Pricing Strategies,Jean-Pierre,Dube,Spring 2023,65,28,43.1,5.1,4.7,4.4,4.5,4.1,4.1
37202 81,37202,81,Pricing Strategies,Jean-Pierre,Dube,Spring 2023,64,28,43.8,5.9,4.8,4.9,4.8,4.7,4.8
37202 85,37202,85,Pricing Strategies,Jean-Pierre,Dube,Spring 2023,59,31,52.5,7.2,4.8,4.9,4.7,4.7,4.8
36109 01,36109,1,Advanced Decision Models with Python,Donald D,Eisenstein,Spring 2023,29,14,48.3,4.9,4.4,4.4,4.4,4.2,4.5
36109 81,36109,81,Advanced Decision Models with Python,Donald D,Eisenstein,Spring 2023,28,18,64.3,5.8,4.4,4.5,4.7,4.5,4.4
36109 85,36109,85,Advanced Decision Models with Python,Donald D,Eisenstein,Spring 2023,22,10,45.5,7.3,4.7,4.8,4.7,4.8,4.5
34205 01,34205,1,Life Sciences: Innovation and Finance,Joshua,Fairbank,Spring 2023,56,18,32.1,3.5,4.3,4.4,4.2,4.1,4.1
38001 01,38001,1,Managing in Organizations,Ayelet,Fishbach,Spring 2023,60,27,45,3,4.3,3.7,3.7,3.2,3.2
38001 02,38001,2,Managing in Organizations,Ayelet,Fishbach,Spring 2023,65,25,38.5,3.6,4,3.8,3.7,3.3,3.4
38001 81,38001,81,Managing in Organizations,Ayelet,Fishbach,Spring 2023,60,31,51.7,3.8,4.3,3.8,4.1,3.6,3.6
42001 02,42001,2,Competitive Strategy,Luis,Garicano Gabilondo,Spring 2023,14,5,35.7,3,4,5,4.2,4,4.2
33250 01,33250,1,Perspectives on CapitalismPerspectives on Capitalism,Robert H,Gertner,Spring 2023,193,86,44.6,6.4,4.3,4.4,4.5,4.5,4.4
34115 01,34115,1,New Social Ventures,Robert H,Gertner,Spring 2023,18,8,44.4,12.9,4.6,4.4,4.6,4.8,4.8
34115 81,34115,81,New Social Ventures,Robert H,Gertner,Spring 2023,19,5,26.3,14,3.8,3.6,4.6,5,4.8
42119 81,42119,81,Culture as a Competitive Business Advantage,Elena,Grotto,Spring 2023,38,20,52.6,2.4,4.2,3.8,4,3.5,3.4
34120 81,34120,81,Evaluating and Scaling Social Innovation,Christina,Hachikian,Spring 2023,15,14,93.3,4.2,4.8,4.6,4.7,4.5,4.6
37209 81,37209,81,Brand Management in a Digital Age,Thomas,Hafen,Spring 2023,64,46,71.9,3,4.7,4.9,4.7,4.5,4.7
30130 01,30130,1,Financial Statement Analysis,John Roderick,Hand,Spring 2023,64,26,40.6,7.3,4.9,4.9,4.9,4.8,5
30130 81,30130,81,Financial Statement Analysis,John Roderick,Hand,Spring 2023,56,30,53.6,7.9,4.7,4.8,4.7,4.7,4.7
41903 50,41903,50,Applied Econometrics,Christian,Hansen,Spring 2023,11,6,54.5,4.8,4.7,4.3,4.5,4.3,4.5
35130 81,35130,81,Fixed Income Asset Pricing,John,Heaton,Spring 2023,15,10,66.7,10.5,4.4,4.5,4.8,4.7,4.7
34702 82,34702,82,Private Equity/Venture Capital Lab,Jason,Heltzer,Spring 2023,26,23,88.5,18.6,4.9,4.8,4.9,4.8,4.8
34219 01,34219,1,Institutional Private Capital Investing,Stefan,Hepp,Spring 2023,49,21,42.9,3.8,3.5,3.4,4.2,3.7,3.5
34219 81,34219,81,Institutional Private Capital Investing,Stefan,Hepp,Spring 2023,35,18,51.4,4.6,4.2,3.9,4.3,4,3.9
42127 01,42127,1,"Pivot for Success - Hone the Vision, Shift the Strategy, Make the Right Moves in Today's Marketplace",Amy,Hilliard,Spring 2023,28,7,25,1.6,2.7,2,1.9,1.6,1.7
37103 01,37103,1,Data-Driven Marketing,Guenter,Hitsch,Spring 2023,59,32,54.2,6.2,4.5,4.5,4.6,4.4,4.6
37103 81,37103,81,Data-Driven Marketing,Guenter,Hitsch,Spring 2023,19,13,68.4,5.5,3.8,3.5,4,3.7,3.5
42726 01,42726,1,Art + Business Lab,Mary,Ittelson,Spring 2023,23,11,47.8,3,4.5,4.8,4.5,4.5,4.6
42119 81,42119,81,Culture as a Competitive Business Advantage,Felicia,Joy,Spring 2023,38,20,52.6,2.4,4.1,3.9,4,3.5,3.4
34104 01,34104,1,Special Topics in Entrepreneurship: Developing a New Venture (New Venture Challenge),Steven Neil,Kaplan,Spring 2023,23,9,39.1,20.3,4.4,4.1,5,5,4.8
33502 01,33502,1,International Financial Policy,Rohan,Kekre,Spring 2023,60,21,35,3.3,4.4,4.4,4.4,3.9,4
33502 85,33502,85,International Financial Policy,Rohan,Kekre,Spring 2023,48,25,52.1,4.3,4.6,4.5,4.5,4.5,4.6
38103 03,38103,3,Strategies and Processes of Negotiation,Erika,Kirgios,Spring 2023,55,32,58.2,2.8,4.8,4.8,4.8,4.7,4.8
38103 81,38103,81,Strategies and Processes of Negotiation,Erika,Kirgios,Spring 2023,54,36,66.7,3.1,4.8,4.8,4.7,4.6,4.7
39101 01,39101,1,Technology Strategy,Marc James,Knez,Spring 2023,64,31,48.4,4.4,4,3.5,4.1,3.7,3.8
39101 85,39101,85,Technology Strategy,Marc James,Knez,Spring 2023,49,32,65.3,5.1,4.2,4.2,4.4,4.1,4.1
37000 81,37000,81,Marketing Strategy,Christopher,Krohn,Spring 2023,53,36,67.9,5.1,4.8,4.8,4.8,4.8,4.8
37000 85,37000,85,Marketing Strategy,Christopher,Krohn,Spring 2023,42,23,54.8,5.1,4.7,4.7,4.7,4.7,4.7
33401 01,33401,1,Money and Banking,Randall S,Kroszner,Spring 2023,68,26,38.2,4.5,4.3,4.1,4.5,4.2,4.2
33401 02,33401,2,Money and Banking,Randall S,Kroszner,Spring 2023,67,22,32.8,4.6,4.2,3.7,4.2,4.1,3.7
33401 81,33401,81,Money and Banking,Randall S,Kroszner,Spring 2023,67,32,47.8,4.8,4.5,4.4,4.5,4.5,4.4
42001 01,42001,1,Competitive Strategy,Jacob,Leshno,Spring 2023,49,37,75.5,3.9,4.2,4.2,4.1,3.7,4
42001 81,42001,81,Competitive Strategy,Jacob,Leshno,Spring 2023,32,22,68.8,3.3,4.5,4.4,4.4,4,4.1
40603 50,40603,50,Market Design,Jacob,Leshno,Spring 2023,9,5,55.6,8.6,5,5,5,4.8,4.8
30132 81,30132,81,"Navigating the ESG Landscape: Information, Sustainability Reporting, and Analysis",Christian,Leuz,Spring 2023,32,16,50,3.8,4.8,4.6,4.6,4.4,4.4
38103 01,38103,1,Strategies and Processes of Negotiation,Emma,Levine,Spring 2023,52,24,46.2,2.2,4.8,4.9,4.8,4.8,4.9
38103 02,38103,2,Strategies and Processes of Negotiation,Emma,Levine,Spring 2023,53,14,26.4,2.6,4.6,4.6,4.8,4.8,4.7
38103 85,38103,85,Strategies and Processes of Negotiation,Emma,Levine,Spring 2023,51,23,45.1,3.4,4.9,4.8,4.5,4.2,4.4
39001 01,39001,1,Strategy and Structure: Markets and Organizations,Ningzi,Li,Spring 2023,29,16,55.2,3.2,4,3.8,3.4,3.3,3.2
39001 02,39001,2,Strategy and Structure: Markets and Organizations,Ningzi,Li,Spring 2023,43,22,51.2,2.9,3.8,3.4,3.3,3.2,3.2
32100 01,32100,1,Data Analysis with R and Python,Haihao,Lu,Spring 2023,26,19,73.1,3.9,4.8,4.7,4.7,4.5,4.7
32100 02,32100,2,Data Analysis with R and Python,Haihao,Lu,Spring 2023,20,15,75,3.4,4.9,4.7,4.8,4.7,4.7
30120 01,30120,1,"Accounting, Economic, and Regulatory Issues in Complex Deals",Mark,Maffett,Spring 2023,45,15,33.3,4.4,4.1,3.9,4.4,4.1,4.1
30120 85,30120,85,"Accounting, Economic, and Regulatory Issues in Complex Deals",Mark,Maffett,Spring 2023,14,10,71.4,4.1,4.2,4.1,4.2,3.8,3.8
34702 81,34702,81,Private Equity/Venture Capital Lab,Christopher,Mcgowan,Spring 2023,42,32,76.2,15,4.8,4.9,4.7,4.8,4.9
34106 01,34106,1,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Spring 2023,45,15,33.3,9.5,4.3,4.6,4.4,4,4.1
34106 85,34106,85,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Spring 2023,49,30,61.2,9.3,4.6,4.9,4.8,4.7,4.8
35201 81,35201,81,Cases in Financial Management,Mark,Mitchell,Spring 2023,59,26,44.1,5.8,4.5,4.4,4.5,4.5,4.4
38921 50,38921,50,Tools of Thought,Sendhil,Mullainathan,Spring 2023,12,5,41.7,4,5,5,5,4.8,5
35901 50,35901,50,Portfolio Choice and Asset Pricing,Stefan,Nagel,Spring 2023,11,5,45.5,19.6,4.8,4.8,4.8,4.8,4.8
35207 01,35207,1,Consumer Finance,Scott,Nelson,Spring 2023,10,9,90,3.2,4.9,4.9,4.9,4.7,4.7
35207 02,35207,2,Consumer Finance,Scott,Nelson,Spring 2023,28,17,60.7,2.7,4.4,4.4,4.5,4.2,4.4
35207 81,35207,81,Consumer Finance,Scott,Nelson,Spring 2023,31,26,83.9,3.8,4.3,4.4,4.3,4,4.2
35200 01,35200,1,Corporation Finance,Pascal,Noel,Spring 2023,59,27,45.8,4.4,4.5,4.1,4.4,4.2,4.3
35200 02,35200,2,Corporation Finance,Pascal,Noel,Spring 2023,64,27,42.2,4.3,4.3,3.9,4.4,4.1,4.2
35200 85,35200,85,Corporation Finance,Pascal,Noel,Spring 2023,44,23,52.3,8.6,4.5,4.3,4.5,4.5,4.5
42300 81,42300,81,Global Health and Social Policy,Olufunmilayo,Olopade,Spring 2023,13,7,53.8,3.9,4.1,4.1,4.1,4.1,4
42300 81,42300,81,Global Health and Social Policy,Christopher,Olopade,Spring 2023,13,7,53.8,3.9,4.1,4.3,4.1,4.1,4
33451 81,33451,81,Real Estate Investments II,Joseph,Pagliari Jr.,Spring 2023,21,9,42.9,5.4,4.3,4.1,4.4,4.6,4.3
31402 81,31402,81,Leadership Practicum,Celia,Paris,Spring 2023,37,22,59.5,2.9,4.7,4.5,4.3,4.1,4.2
35120 01,35120,1,Portfolio Management,Lubos,Pastor,Spring 2023,59,38,64.4,5.9,4.7,4.7,4.7,4.6,4.6
35120 02,35120,2,Portfolio Management,Lubos,Pastor,Spring 2023,43,19,44.2,6.1,4.8,4.9,4.8,4.7,4.7
35120 81,35120,81,Portfolio Management,Lubos,Pastor,Spring 2023,54,33,61.1,6.5,4.8,4.9,4.8,4.8,4.8
33032 01,33032,1,Managing the Workplace,Canice,Prendergast,Spring 2023,30,15,50,3.5,4.8,4.9,4.7,4.8,4.8
33032 81,33032,81,Managing the Workplace,Canice,Prendergast,Spring 2023,58,26,44.8,3.4,4.7,4.7,4.7,4.5,4.6
33032 85,33032,85,Managing the Workplace,Canice,Prendergast,Spring 2023,32,13,40.6,4.1,4.9,4.9,4.8,4.7,4.8
31401 01,31401,1,Interpersonal Dynamics,Darryl,Pure,Spring 2023,12,8,66.7,4.3,4.9,4.6,4.9,4.9,4.9
31401 02,31401,2,Interpersonal Dynamics,Darryl,Pure,Spring 2023,12,5,41.7,4.8,4.2,4.6,4.8,4.8,4.8
31401 82,31401,82,Interpersonal Dynamics,Elizabeth,Raphling,Spring 2023,12,8,66.7,4.9,4.6,4.6,4.9,4.9,4.9
33001 81,33001,81,Microeconomics,Daniel,Rappoport,Spring 2023,28,16,57.1,5.6,3.9,3.8,4,3.6,3.6
33001 85,33001,85,Microeconomics,Daniel,Rappoport,Spring 2023,9,7,77.8,5.7,3.7,3.7,3.7,3.6,3.9
38122 01,38122,1,Diversity in Organizations,Jane,Risen,Spring 2023,59,30,50.8,4,3.9,3.4,3.6,3.1,3.1
38122 02,38122,2,Diversity in Organizations,Jane,Risen,Spring 2023,59,15,25.4,3.3,4.1,3.5,3.4,3.1,3
38122 81,38122,81,Diversity in Organizations,Jane,Risen,Spring 2023,35,18,51.4,3.1,4.7,4.4,4.7,4.6,4.7
41201 01,41201,1,Big Data,Veronika,Rockova,Spring 2023,44,23,52.3,7,3.9,3.6,4.1,3.8,3.6
41201 02,41201,2,Big Data,Veronika,Rockova,Spring 2023,51,23,45.1,5.5,3.7,3.7,4.2,4,3.6
41201 81,41201,81,Big Data,Veronika,Rockova,Spring 2023,19,8,42.1,6.5,3.6,3.8,4.5,4.4,4
42124 01,42124,1,Storytelling and Narratives in Business,Guy,Rolnik,Spring 2023,62,26,41.9,2.2,4.4,4.6,4.2,3.8,4.1
42124 81,42124,81,Storytelling and Narratives in Business,Guy,Rolnik,Spring 2023,62,38,61.3,2.3,4.8,4.8,4.7,4.5,4.6
42124 85,42124,85,Storytelling and Narratives in Business,Guy,Rolnik,Spring 2023,52,34,65.4,3,4.9,4.9,4.8,4.8,4.8
33050 01,33050,1,Macroeconomics and the Business Environment,Elisa,Rubbo,Spring 2023,49,30,61.2,6,2.9,2.9,3.4,3.1,2.8
33050 02,33050,2,Macroeconomics and the Business Environment,Elisa,Rubbo,Spring 2023,57,29,50.9,5.2,2.7,2.4,3.3,3,2.7
34102 81,34102,81,New Venture Strategy,James,Schrager,Spring 2023,51,19,37.3,4.2,4.6,4.6,4.6,4.6,4.5
38002 01,38002,1,Managerial Decision Making,Anuj,Shah,Spring 2023,64,22,34.4,2.5,4.9,5,4.7,4.5,4.6
38002 02,38002,2,Managerial Decision Making,Anuj,Shah,Spring 2023,65,21,32.3,2.7,4.7,4.9,4.4,4.3,4.6
38002 81,38002,81,Managerial Decision Making,Anuj,Shah,Spring 2023,64,37,57.8,3,4.9,4.9,4.8,4.7,4.9
37000 01,37000,1,Marketing Strategy,Stephanie,Smith,Spring 2023,33,11,33.3,3.4,4.1,3.9,3.7,3.5,3.6
37000 02,37000,2,Marketing Strategy,Stephanie,Smith,Spring 2023,47,19,40.4,4.3,4.6,4.4,4.4,4,4.2
31401 03,31401,3,Interpersonal Dynamics,Lisa,Stefanac,Spring 2023,11,6,54.5,4.7,5,5,5,5,5
31401 81,31401,81,Interpersonal Dynamics,Lisa,Stefanac,Spring 2023,12,8,66.7,5.4,4.9,4.9,5,5,4.9
30001 01,30001,1,Cost Analysis and Internal Controls,Christopher,Stewart,Spring 2023,26,9,34.6,4.8,4.4,3.9,4.2,4,3.9
30001 85,30001,85,Cost Analysis and Internal Controls,Christopher,Stewart,Spring 2023,24,17,70.8,5.3,4.7,4.5,4.7,4.5,4.5
34104 81,34104,81,Special Topics in Entrepreneurship: Developing a New Venture (New Venture Challenge),Mark,Tebbe,Spring 2023,29,12,41.4,14.2,4.6,4.4,4.8,4.8,4.8
31403 01,31403,1,Leadership Studio,Nancy,Tennant,Spring 2023,29,8,27.6,4,4.4,4,3.6,3.6,3.4
31403 81,31403,81,Leadership Studio,Nancy,Tennant,Spring 2023,27,12,44.4,4.3,4.8,4.8,4.8,4.7,4.5
37200 85,37200,85,New Products and Services,Craig,Terrill,Spring 2023,52,44,84.6,6.2,4.4,4.2,4.4,4.2,4.1
37201 01,37201,1,Lab in Developing New Products and Services,Craig,Terrill,Spring 2023,30,18,60,6.6,4.2,4.2,4.4,4,3.8
37201 81,37201,81,Lab in Developing New Products and Services,Craig,Terrill,Spring 2023,30,28,93.3,8.9,4.3,4.2,4.4,3.9,3.9
42131 81,42131,81,Leadership in the Emerging Ecosystem Economy,Laurent,Therivel,Spring 2023,23,10,43.5,4.7,4.8,4.8,4.8,4.5,4.5
30000 01,30000,1,Financial Accounting,Rimmy,Tomy,Spring 2023,31,19,61.3,5.9,4.3,4.3,4.6,4.4,4.4
30000 81,30000,81,Financial Accounting,Rimmy,Tomy,Spring 2023,40,23,57.5,5,4.4,4.2,4.3,4.2,4
30000 85,30000,85,Financial Accounting,Rimmy,Tomy,Spring 2023,42,20,47.6,4.7,4.8,4.8,4.9,4.7,4.8
